Frequency (Hz)	Level (dB)
354.492188	-46.690395
357.421875	-47.212795
360.351562	-47.574795
363.281250	-47.405979
366.210938	-47.410145
369.140625	-47.014652
372.070312	-46.670696
375.000000	-46.825787
377.929688	-46.807934
380.859375	-46.569214
383.789062	-47.080250
386.718750	-46.449303
389.648438	-47.221790
392.578125	-47.576565
395.507812	-47.404636
398.437500	-46.393627
401.367188	-46.632092
404.296875	-46.887428
407.226562	-46.485012
410.156250	-47.199482
413.085938	-47.208958
416.015625	-47.652302
418.945312	-46.392197
421.875000	-45.599236
424.804688	-46.614357
427.734375	-46.556488
430.664062	-46.454193
433.593750	-46.272552
436.523438	-46.979450
439.453125	-46.066715
442.382812	-47.318336
445.312500	-46.746002
448.242188	-47.243710
451.171875	-46.962711
454.101562	-47.003380
457.031250	-46.806900
459.960938	-47.246681
462.890625	-46.949463
465.820312	-47.007999
468.750000	-46.310352
471.679688	-46.421619
474.609375	-47.075775
477.539062	-46.996601
480.468750	-46.822483
483.398438	-47.773422
486.328125	-46.745922
489.257812	-47.136314
492.187500	-47.196594
495.117188	-46.916790
498.046875	-46.417534
500.976562	-47.385742
503.906250	-47.389332
506.835938	-46.978760
509.765625	-46.695984
512.695312	-47.204205
515.625000	-47.251598
518.554688	-47.263660
521.484375	-47.004490
524.414062	-47.608948
527.343750	-46.921482
530.273438	-47.355324
533.203125	-46.951805
536.132812	-46.054085
539.062500	-47.286728
541.992188	-46.848412
544.921875	-46.282356
547.851562	-46.873505
550.781250	-46.898602
553.710938	-47.014130
556.640625	-46.524139
559.570312	-46.701035
562.500000	-46.679478
565.429688	-47.397812
568.359375	-46.586914
571.289062	-46.716843
574.218750	-47.054565
577.148438	-46.713623
580.078125	-47.228706
583.007812	-47.226395
585.937500	-46.357605
588.867188	-46.729649
591.796875	-46.904522
594.726562	-47.703678
597.656250	-46.473763
600.585938	-47.186417
603.515625	-46.721428
606.445312	-46.518284
609.375000	-47.258011
612.304688	-47.030041
615.234375	-46.756115
618.164062	-46.026276
621.093750	-46.709362
624.023438	-46.449738
626.953125	-46.998043
629.882812	-47.502018
632.812500	-46.602158
635.742188	-46.036495
638.671875	-46.521606
641.601562	-46.839283
644.531250	-46.259399
647.460938	-45.792152
650.390625	-46.538937
653.320312	-47.054676
656.250000	-47.760616
659.179688	-46.974823
662.109375	-45.973282
665.039062	-46.786205
667.968750	-46.689877
670.898438	-47.396687
673.828125	-46.863018
676.757812	-47.478249
679.687500	-46.627861
682.617188	-47.243916
685.546875	-47.225945
688.476562	-47.107468
691.406250	-46.617733
694.335938	-47.080795
697.265625	-46.730278
700.195312	-46.983887
703.125000	-47.374607
706.054688	-46.255981
708.984375	-46.815292
711.914062	-46.802513
714.843750	-46.607506
717.773438	-47.843731
720.703125	-46.659626
723.632812	-46.328506
726.562500	-46.245514
729.492188	-46.922615
732.421875	-46.691647
735.351562	-46.899632
738.281250	-45.994278
741.210938	-46.864235
744.140625	-46.667824
747.070312	-46.575722
750.000000	-47.325920
752.929688	-46.565773
755.859375	-46.466995
758.789062	-46.743320
761.718750	-46.876846
764.648438	-46.351845
767.578125	-46.341347
770.507812	-46.084106
773.437500	-46.542488
776.367188	-46.622890
779.296875	-46.897594
782.226562	-46.923840
785.156250	-47.008396
788.085938	-46.935303
791.015625	-46.876884
793.945312	-46.739307
796.875000	-46.931965
799.804688	-46.876118
802.734375	-46.633343
805.664062	-47.610321
808.593750	-46.388153
811.523438	-46.228203
814.453125	-46.805668
817.382812	-47.447037
820.312500	-46.935642
823.242188	-46.753963
826.171875	-47.015324
829.101562	-46.625130
832.031250	-47.063843
834.960938	-47.136883
837.890625	-46.987900
840.820312	-47.354271
843.750000	-46.501255
846.679688	-46.647312
849.609375	-47.042358
852.539062	-46.647564
855.468750	-46.961487
858.398438	-46.177147
861.328125	-47.442924
864.257812	-47.350708
867.187500	-47.263451
870.117188	-46.374409
873.046875	-46.729542
875.976562	-47.687572
878.906250	-47.118000
881.835938	-47.451694
884.765625	-46.211243
887.695312	-46.741241
890.625000	-46.889935
893.554688	-47.038952
896.484375	-46.881958
899.414062	-46.810108
902.343750	-47.322151
905.273438	-47.240376
908.203125	-46.594929
911.132812	-46.451591
914.062500	-46.785275
916.992188	-46.776100
919.921875	-46.102959
922.851562	-46.523582
925.781250	-47.309738
928.710938	-47.210773
931.640625	-47.069534
934.570312	-47.599518
937.500000	-47.215755
940.429688	-47.443333
943.359375	-46.412975
946.289062	-46.868965
949.218750	-46.842754
952.148438	-46.883480
955.078125	-46.696270
958.007812	-46.906673
960.937500	-47.681709
963.867188	-47.452816
966.796875	-47.518524
969.726562	-47.695843
972.656250	-46.459507
975.585938	-47.847553
978.515625	-47.525082
981.445312	-47.451653
984.375000	-46.515862
987.304688	-46.896973
990.234375	-46.296825
993.164062	-47.401016
996.093750	-46.717010
999.023438	-46.870247
1001.953125	-46.795544
1004.882812	-47.526653
1007.812500	-47.723278
1010.742188	-47.180668
1013.671875	-47.008133
1016.601562	-47.310890
1019.531250	-46.587528
1022.460938	-47.343517
1025.390625	-47.403419
1028.320312	-47.014107
1031.250000	-47.159286
1034.179688	-46.909275
1037.109375	-47.248798
1040.039062	-47.006599
1042.968750	-46.815979
1045.898438	-47.196678
1048.828125	-47.287811
1051.757812	-47.345383
1054.687500	-47.130222
1057.617188	-47.223061
1060.546875	-46.979382
1063.476562	-47.540245
1066.406250	-46.582817
1069.335938	-46.689945
1072.265625	-47.294315
1075.195312	-46.385208
1078.125000	-47.092720
1081.054688	-46.799103
1083.984375	-46.520176
1086.914062	-46.884785
1089.843750	-47.095207
1092.773438	-47.050213
1095.703125	-47.698864
1098.632812	-46.625809
1101.562500	-47.167332
1104.492188	-47.342850
1107.421875	-47.078011
1110.351562	-46.732277
1113.281250	-47.289955
1116.210938	-47.192055
1119.140625	-47.175549
1122.070312	-46.311531
1125.000000	-45.959042
1127.929688	-46.481781
1130.859375	-47.185547
1133.789062	-47.345699
1136.718750	-46.362679
1139.648438	-47.352612
1142.578125	-46.552086
1145.507812	-47.484394
1148.437500	-47.701969
1151.367188	-46.433548
1154.296875	-46.730961
1157.226562	-47.226490
1160.156250	-47.049950
1163.085938	-47.174530
1166.015625	-46.583977
1168.945312	-46.054890
1171.875000	-47.267990
1174.804688	-47.925507
1177.734375	-47.508144
1180.664062	-47.101604
1183.593750	-47.120876
1186.523438	-47.226643
1189.453125	-47.040806
1192.382812	-47.557331
1195.312500	-46.853939
1198.242188	-46.349102
1201.171875	-46.546970
1204.101562	-46.638069
1207.031250	-46.837387
1209.960938	-47.086834
1212.890625	-46.446156
1215.820312	-46.587780
1218.750000	-46.642307
1221.679688	-47.276241
1224.609375	-46.765221
1227.539062	-46.858292
1230.468750	-47.303482
1233.398438	-47.060883
1236.328125	-46.627163
1239.257812	-46.448242
1242.187500	-47.416336
1245.117188	-47.054955
1248.046875	-46.470032
1250.976562	-47.250549
1253.906250	-47.634144
1256.835938	-46.795658
1259.765625	-46.491966
1262.695312	-46.626495
1265.625000	-46.710358
1268.554688	-46.748791
1271.484375	-46.783550
1274.414062	-47.402218
1277.343750	-47.597752
1280.273438	-46.533409
1283.203125	-47.851162
1286.132812	-46.934971
1289.062500	-46.716106
1291.992188	-47.149548
1294.921875	-47.033134
1297.851562	-46.551285
1300.781250	-46.731205
1303.710938	-46.879044
1306.640625	-47.302170
1309.570312	-46.270512
1312.500000	-47.014198
1315.429688	-46.657280
1318.359375	-46.675770
1321.289062	-46.679646
1324.218750	-46.735920
1327.148438	-46.977718
1330.078125	-46.277046
1333.007812	-46.199841
1335.937500	-46.897346
1338.867188	-46.700085
1341.796875	-46.815475
1344.726562	-47.543243
1347.656250	-46.416397
1350.585938	-47.735493
1353.515625	-46.373600
1356.445312	-46.835041
1359.375000	-46.839680
1362.304688	-47.351738
1365.234375	-47.187237
1368.164062	-47.381374
1371.093750	-47.107296
1374.023438	-47.018276
1376.953125	-47.441090
1379.882812	-46.852337
1382.812500	-46.950554
1385.742188	-47.115894
1388.671875	-47.233139
1391.601562	-46.808052
1394.531250	-47.115856
1397.460938	-46.881268
1400.390625	-47.202229
1403.320312	-46.090462
1406.250000	-46.626694
1409.179688	-47.253990
1412.109375	-47.335907
1415.039062	-47.263432
1417.968750	-47.154819
1420.898438	-46.778290
1423.828125	-46.811356
1426.757812	-47.296364
1429.687500	-47.043087
1432.617188	-47.163727
1435.546875	-47.033707
1438.476562	-46.891460
1441.406250	-46.624630
1444.335938	-46.624928
1447.265625	-46.413662
1450.195312	-47.383827
1453.125000	-47.011536
1456.054688	-46.560535
1458.984375	-46.718037
1461.914062	-46.764362
1464.843750	-46.410423
1467.773438	-47.404469
1470.703125	-46.764076
1473.632812	-46.498978
1476.562500	-46.632347
1479.492188	-47.139435
1482.421875	-46.784737
1485.351562	-46.731121
1488.281250	-47.620350
1491.210938	-47.404579
1494.140625	-47.263855
1497.070312	-47.382011
1500.000000	-47.192558
1502.929688	-47.512310
1505.859375	-47.023663
1508.789062	-47.184097
1511.718750	-46.816906
1514.648438	-47.257587
1517.578125	-46.693272
1520.507812	-46.941887
1523.437500	-47.047955
1526.367188	-47.076374
1529.296875	-47.043022
1532.226562	-46.673042
1535.156250	-47.049820
1538.085938	-47.004726
1541.015625	-47.053387
1543.945312	-46.832283
1546.875000	-46.124390
1549.804688	-45.933868
1552.734375	-46.197372
1555.664062	-46.615932
1558.593750	-46.672699
1561.523438	-46.741581
1564.453125	-47.472954
1567.382812	-47.003349
1570.312500	-47.558617
1573.242188	-47.822384
1576.171875	-47.258999
1579.101562	-46.841434
1582.031250	-46.649307
1584.960938	-46.617916
1587.890625	-46.572685
1590.820312	-46.850513
1593.750000	-47.112713
1596.679688	-47.012344
1599.609375	-47.397663
1602.539062	-46.546379
1605.468750	-47.632210
1608.398438	-47.462940
1611.328125	-46.744995
1614.257812	-46.733398
1617.187500	-47.253616
1620.117188	-46.965954
1623.046875	-47.383392
1625.976562	-47.329876
1628.906250	-47.091316
1631.835938	-46.737026
1634.765625	-46.789852
1637.695312	-47.161922
1640.625000	-46.881123
1643.554688	-46.980225
1646.484375	-47.163754
1649.414062	-46.708679
1652.343750	-47.000786
1655.273438	-46.208473
1658.203125	-47.063595
1661.132812	-46.819244
1664.062500	-46.805840
1666.992188	-46.411060
1669.921875	-46.817772
1672.851562	-46.906986
1675.781250	-46.798912
1678.710938	-45.604012
1681.640625	-46.698059
1684.570312	-47.155113
1687.500000	-46.569656
1690.429688	-46.680737
1693.359375	-46.509819
1696.289062	-47.029133
1699.218750	-46.890034
1702.148438	-46.528053
1705.078125	-46.521519
1708.007812	-46.586952
1710.937500	-47.193253
1713.867188	-47.073082
1716.796875	-47.487900
1719.726562	-47.520584
1722.656250	-47.092335
1725.585938	-46.952404
1728.515625	-46.482719
1731.445312	-46.048393
1734.375000	-46.245167
1737.304688	-47.381371
1740.234375	-47.046528
1743.164062	-46.985947
1746.093750	-46.492119
1749.023438	-46.346169
1751.953125	-46.739841
1754.882812	-47.098419
1757.812500	-46.676353
1760.742188	-47.025887
1763.671875	-46.402229
1766.601562	-46.622402
1769.531250	-47.078606
1772.460938	-46.449810
1775.390625	-46.782948
1778.320312	-46.944855
1781.250000	-46.467205
1784.179688	-46.824982
1787.109375	-47.540768
1790.039062	-47.657299
1792.968750	-47.176434
1795.898438	-46.718948
1798.828125	-46.975311
1801.757812	-47.038090
1804.687500	-48.013245
1807.617188	-46.833996
1810.546875	-46.504719
1813.476562	-46.747978
1816.406250	-46.983509
1819.335938	-46.596085
1822.265625	-47.115768
1825.195312	-46.938843
1828.125000	-47.162258
1831.054688	-47.226997
1833.984375	-47.289726
1836.914062	-47.289879
1839.843750	-47.472145
1842.773438	-47.440842
1845.703125	-47.236465
1848.632812	-46.735172
1851.562500	-46.816628
1854.492188	-47.274265
1857.421875	-46.756409
1860.351562	-46.669224
1863.281250	-47.140537
1866.210938	-47.494808
1869.140625	-47.174393
1872.070312	-46.189472
1875.000000	-46.512581
1877.929688	-46.156544
1880.859375	-46.878166
1883.789062	-47.472935
1886.718750	-46.504807
1889.648438	-46.485584
1892.578125	-46.454849
1895.507812	-47.330635
1898.437500	-47.031429
1901.367188	-46.815403
1904.296875	-47.361820
1907.226562	-46.601822
1910.156250	-46.718987
1913.085938	-47.131287
1916.015625	-46.419655
1918.945312	-47.428955
1921.875000	-46.891464
1924.804688	-46.428719
1927.734375	-47.231255
1930.664062	-46.670357
1933.593750	-47.309410
1936.523438	-47.161083
1939.453125	-46.972538
1942.382812	-46.879135
1945.312500	-47.313770
1948.242188	-46.471546
1951.171875	-46.990059
1954.101562	-46.768055
1957.031250	-46.785675
1959.960938	-47.733875
1962.890625	-46.491344
1965.820312	-46.941429
1968.750000	-46.776623
1971.679688	-47.310680
1974.609375	-46.707710
1977.539062	-47.254463
1980.468750	-47.029568
1983.398438	-47.274673
1986.328125	-46.301582
1989.257812	-47.237011
1992.187500	-46.317360
1995.117188	-46.668354
1998.046875	-47.676201
2000.976562	-46.542511
2003.906250	-47.478756
2006.835938	-46.457386
2009.765625	-46.811813
2012.695312	-46.708824
2015.625000	-47.765995
2018.554688	-47.086201
2021.484375	-46.738777
2024.414062	-46.931221
2027.343750	-46.700600
2030.273438	-47.432907
2033.203125	-46.451515
2036.132812	-46.705189
2039.062500	-46.597279
2041.992188	-47.422531
2044.921875	-47.633671
2047.851562	-47.025269
2050.781250	-47.351044
2053.710938	-46.943092
2056.640625	-46.912701
2059.570312	-46.789574
2062.500000	-47.063953
2065.429688	-46.797592
2068.359375	-46.848316
2071.289062	-46.973179
2074.218750	-46.271439
2077.148438	-47.757187
2080.078125	-46.812611
2083.007812	-46.242031
2085.937500	-46.424690
2088.867188	-46.996746
2091.796875	-46.681755
2094.726562	-46.776199
2097.656250	-47.385509
2100.585938	-47.114552
2103.515625	-46.354622
2106.445312	-46.897282
2109.375000	-46.871449
2112.304688	-47.145447
2115.234375	-47.007252
2118.164062	-46.629326
2121.093750	-47.002148
2124.023438	-46.186714
2126.953125	-46.849113
2129.882812	-46.267632
2132.812500	-47.716602
2135.742188	-46.732563
2138.671875	-46.849545
2141.601562	-47.203907
2144.531250	-46.607597
2147.460938	-46.931725
2150.390625	-46.860485
2153.320312	-46.542271
2156.250000	-46.007839
2159.179688	-46.869678
2162.109375	-47.179752
2165.039062	-47.199848
2167.968750	-46.775745
2170.898438	-46.345673
2173.828125	-47.113995
2176.757812	-47.146603
2179.687500	-46.486126
2182.617188	-47.083416
2185.546875	-46.935196
2188.476562	-46.961838
2191.406250	-46.955997
2194.335938	-46.585228
2197.265625	-46.405468
2200.195312	-46.884315
2203.125000	-46.604111
2206.054688	-47.568874
2208.984375	-46.531364
2211.914062	-46.697701
2214.843750	-46.757568
2217.773438	-46.786831
2220.703125	-46.591125
2223.632812	-47.568283
2226.562500	-46.843884
2229.492188	-46.642006
2232.421875	-47.601402
2235.351562	-47.589878
2238.281250	-47.111725
2241.210938	-47.144932
2244.140625	-47.358055
2247.070312	-47.712227
2250.000000	-47.602215
2252.929688	-46.245018
2255.859375	-46.413555
2258.789062	-46.755688
2261.718750	-46.033596
2264.648438	-46.698021
2267.578125	-47.358158
2270.507812	-46.344151
2273.437500	-47.621048
2276.367188	-47.136646
2279.296875	-47.529854
2282.226562	-47.057369
2285.156250	-46.539875
2288.085938	-46.558266
2291.015625	-47.278877
2293.945312	-47.036282
2296.875000	-47.520004
2299.804688	-47.094898
2302.734375	-46.688370
2305.664062	-46.638065
2308.593750	-46.842621
2311.523438	-47.029366
2314.453125	-46.613098
2317.382812	-47.043636
2320.312500	-46.619667
2323.242188	-46.752285
2326.171875	-47.014778
2329.101562	-46.899132
2332.031250	-46.910275
2334.960938	-46.318455
2337.890625	-47.284458
2340.820312	-47.064793
2343.750000	-46.752220
2346.679688	-47.070499
2349.609375	-46.659492
2352.539062	-47.060364
2355.468750	-47.690987
2358.398438	-47.213318
2361.328125	-47.358582
2364.257812	-46.364048
2367.187500	-46.716061
2370.117188	-47.942390
2373.046875	-46.390369
2375.976562	-46.928181
2378.906250	-47.005203
2381.835938	-46.647633
2384.765625	-46.841053
2387.695312	-46.574814
2390.625000	-47.903034
2393.554688	-46.949944
2396.484375	-47.185524
2399.414062	-46.858646
2402.343750	-47.161102
2405.273438	-47.233166
2408.203125	-46.747246
2411.132812	-47.138321
2414.062500	-47.223106
2416.992188	-47.425510
2419.921875	-46.613346
2422.851562	-46.844402
2425.781250	-47.301750
2428.710938	-46.872158
2431.640625	-47.059322
2434.570312	-46.793247
2437.500000	-46.777439
2440.429688	-47.234909
2443.359375	-47.191601
2446.289062	-47.195721
2449.218750	-47.670887
2452.148438	-46.977779
2455.078125	-46.526981
2458.007812	-46.419258
2460.937500	-46.546734
2463.867188	-46.895756
2466.796875	-46.910728
2469.726562	-47.344109
2472.656250	-47.333176
2475.585938	-47.007408
2478.515625	-46.769245
2481.445312	-47.053967
2484.375000	-46.531128
2487.304688	-46.901932
2490.234375	-46.528095
2493.164062	-46.760643
2496.093750	-46.921036
2499.023438	-46.509216
2501.953125	-46.727619
2504.882812	-46.959663
2507.812500	-46.854275
2510.742188	-47.377617
2513.671875	-46.768215
2516.601562	-46.767212
2519.531250	-46.454803
2522.460938	-46.905846
2525.390625	-46.754513
2528.320312	-47.462505
2531.250000	-46.589729
2534.179688	-47.016315
2537.109375	-47.372272
2540.039062	-46.752502
2542.968750	-47.100445
2545.898438	-47.028618
2548.828125	-46.910500
2551.757812	-46.998669
2554.687500	-47.571960
2557.617188	-47.314716
2560.546875	-47.714298
2563.476562	-47.179913
2566.406250	-46.597900
2569.335938	-47.583717
2572.265625	-46.451134
2575.195312	-46.866360
2578.125000	-47.104370
2581.054688	-47.197517
2583.984375	-47.103359
2586.914062	-46.803951
2589.843750	-47.120605
2592.773438	-46.708752
2595.703125	-47.131992
2598.632812	-47.640263
2601.562500	-46.562916
2604.492188	-47.192295
2607.421875	-46.680672
2610.351562	-46.718262
2613.281250	-45.981964
2616.210938	-47.289654
2619.140625	-46.942127
2622.070312	-47.050587
2625.000000	-46.972702
2627.929688	-46.768482
2630.859375	-46.941536
2633.789062	-46.492401
2636.718750	-47.331367
2639.648438	-46.935318
2642.578125	-46.793777
2645.507812	-46.911274
2648.437500	-47.228889
2651.367188	-47.390339
2654.296875	-47.094292
2657.226562	-47.005779
2660.156250	-46.876289
2663.085938	-46.691837
2666.015625	-46.758007
2668.945312	-47.153027
2671.875000	-47.694618
2674.804688	-47.387753
2677.734375	-47.459084
2680.664062	-46.194599
2683.593750	-46.576672
2686.523438	-47.158524
2689.453125	-47.424469
2692.382812	-47.438877
2695.312500	-46.073311
2698.242188	-46.106804
2701.171875	-46.914764
2704.101562	-46.639103
2707.031250	-46.834961
2709.960938	-46.848003
2712.890625	-46.819244
2715.820312	-46.974300
2718.750000	-46.742176
2721.679688	-47.294170
2724.609375	-46.770844
2727.539062	-46.999035
2730.468750	-47.296463
2733.398438	-47.159126
2736.328125	-47.337669
2739.257812	-46.759205
2742.187500	-46.841942
2745.117188	-47.450073
2748.046875	-46.740768
2750.976562	-46.640667
2753.906250	-46.137585
2756.835938	-47.256470
2759.765625	-46.872135
2762.695312	-47.058723
2765.625000	-46.742409
2768.554688	-47.201313
2771.484375	-46.841351
2774.414062	-46.500816
2777.343750	-46.504852
2780.273438	-46.716270
2783.203125	-46.711575
2786.132812	-47.440559
2789.062500	-46.503540
2791.992188	-47.539871
2794.921875	-47.106003
2797.851562	-47.265995
2800.781250	-47.577267
2803.710938	-46.912937
2806.640625	-47.325623
2809.570312	-46.849255
2812.500000	-46.780178
2815.429688	-46.781998
2818.359375	-47.187660
2821.289062	-48.254932
2824.218750	-46.713875
2827.148438	-46.469116
2830.078125	-46.893349
2833.007812	-46.919529
2835.937500	-47.235325
2838.867188	-47.480339
2841.796875	-47.050343
2844.726562	-47.237041
2847.656250	-46.134880
2850.585938	-46.357182
2853.515625	-47.294018
2856.445312	-47.490070
2859.375000	-46.962963
2862.304688	-46.706062
2865.234375	-46.883007
2868.164062	-47.001862
2871.093750	-46.816441
2874.023438	-47.663887
2876.953125	-47.057068
2879.882812	-47.749668
2882.812500	-46.426495
2885.742188	-46.936234
2888.671875	-46.379818
2891.601562	-46.613716
2894.531250	-47.137566
2897.460938	-47.858593
2900.390625	-46.342926
2903.320312	-46.548782
2906.250000	-46.842640
2909.179688	-46.896370
2912.109375	-47.060104
2915.039062	-47.463455
2917.968750	-46.592903
2920.898438	-46.826290
2923.828125	-46.788002
2926.757812	-46.830788
2929.687500	-46.869755
2932.617188	-46.751743
2935.546875	-47.107929
2938.476562	-47.540058
2941.406250	-46.282833
2944.335938	-47.010952
2947.265625	-46.901142
2950.195312	-47.308884
2953.125000	-46.717773
2956.054688	-47.189838
2958.984375	-46.484409
2961.914062	-46.810303
2964.843750	-48.065285
2967.773438	-47.114292
2970.703125	-46.869076
2973.632812	-46.035629
2976.562500	-46.782513
2979.492188	-46.901711
2982.421875	-46.653339
2985.351562	-47.074577
2988.281250	-47.265163
2991.210938	-47.232059
2994.140625	-47.105812
2997.070312	-47.030300
3000.000000	-46.593819
3002.929688	-47.057056
3005.859375	-47.324574
3008.789062	-47.126705
3011.718750	-47.128277
3014.648438	-46.629787
3017.578125	-47.036728
3020.507812	-46.835239
3023.437500	-47.543793
3026.367188	-46.859928
3029.296875	-46.824448
3032.226562	-46.631580
3035.156250	-46.022793
3038.085938	-46.596451
3041.015625	-46.968849
3043.945312	-47.327003
3046.875000	-46.530323
3049.804688	-46.030155
3052.734375	-46.614101
3055.664062	-46.969376
3058.593750	-47.667252
3061.523438	-46.271290
3064.453125	-46.902138
3067.382812	-47.161854
3070.312500	-47.421719
3073.242188	-47.318600
3076.171875	-47.046761
3079.101562	-47.283981
3082.031250	-47.040722
3084.960938	-46.517101
3087.890625	-47.625725
3090.820312	-47.483284
3093.750000	-46.354069
3096.679688	-46.419365
3099.609375	-46.762741
3102.539062	-46.701427
3105.468750	-46.488312
3108.398438	-46.895340
3111.328125	-46.475933
3114.257812	-46.896969
3117.187500	-47.510914
3120.117188	-47.000366
3123.046875	-47.156239
3125.976562	-46.858913
3128.906250	-46.673229
3131.835938	-47.047737
3134.765625	-47.355324
3137.695312	-47.032543
3140.625000	-47.083275
3143.554688	-47.393063
3146.484375	-46.763893
3149.414062	-46.685173
3152.343750	-47.182621
3155.273438	-46.803619
3158.203125	-47.159725
3161.132812	-46.495914
3164.062500	-46.000359
3166.992188	-46.362427
3169.921875	-47.630520
3172.851562	-46.965073
3175.781250	-47.383133
3178.710938	-47.227081
3181.640625	-47.006207
3184.570312	-46.680389
3187.500000	-46.820354
3190.429688	-46.186142
3193.359375	-46.716473
3196.289062	-46.109684
3199.218750	-46.375931
3202.148438	-47.168839
3205.078125	-46.741215
3208.007812	-46.780281
3210.937500	-47.246338
3213.867188	-47.530739
3216.796875	-47.278595
3219.726562	-47.064137
3222.656250	-46.754562
3225.585938	-47.351501
3228.515625	-46.586422
3231.445312	-47.820560
3234.375000	-47.498241
3237.304688	-47.379780
3240.234375	-47.064270
3243.164062	-46.890961
3246.093750	-46.183090
3249.023438	-46.912228
3251.953125	-46.610863
3254.882812	-46.061108
3257.812500	-46.936684
3260.742188	-46.657349
3263.671875	-46.752979
3266.601562	-46.977551
3269.531250	-46.943932
3272.460938	-47.014011
3275.390625	-46.467991
3278.320312	-47.079628
3281.250000	-47.152393
3284.179688	-47.247105
3287.109375	-47.387875
3290.039062	-46.832069
3292.968750	-46.594326
3295.898438	-47.374321
3298.828125	-47.166805
3301.757812	-46.371044
3304.687500	-47.500591
3307.617188	-46.615093
3310.546875	-47.192093
3313.476562	-46.958023
3316.406250	-46.766411
3319.335938	-46.555470
3322.265625	-47.337063
3325.195312	-46.857769
3328.125000	-46.539478
3331.054688	-46.768822
3333.984375	-46.934280
3336.914062	-47.065006
3339.843750	-47.238113
3342.773438	-46.709133
3345.703125	-46.627426
3348.632812	-47.239388
3351.562500	-47.201992
3354.492188	-46.594559
3357.421875	-46.854309
3360.351562	-47.268833
3363.281250	-47.259521
3366.210938	-47.010117
3369.140625	-47.125839
3372.070312	-46.786137
3375.000000	-46.913029
3377.929688	-46.859646
3380.859375	-46.821888
3383.789062	-47.374126
3386.718750	-46.539215
3389.648438	-47.375160
3392.578125	-46.639900
3395.507812	-46.555561
3398.437500	-46.591259
3401.367188	-46.306839
3404.296875	-46.742962
3407.226562	-46.846935
3410.156250	-46.984898
3413.085938	-46.757515
3416.015625	-46.902340
3418.945312	-46.660927
3421.875000	-46.212933
3424.804688	-46.515652
3427.734375	-47.043259
3430.664062	-46.557499
3433.593750	-47.211937
3436.523438	-47.319756
3439.453125	-46.869175
3442.382812	-46.579884
3445.312500	-47.583824
3448.242188	-46.741177
3451.171875	-46.700321
3454.101562	-47.442673
3457.031250	-47.374184
3459.960938	-47.114799
3462.890625	-47.245132
3465.820312	-46.808846
3468.750000	-47.233891
3471.679688	-47.160709
3474.609375	-46.402821
3477.539062	-47.394939
3480.468750	-47.205517
3483.398438	-46.940815
3486.328125	-47.296482
3489.257812	-47.487568
3492.187500	-46.657970
